order_id,customer_id,product_id,order_date,order_value,name_x,age,email,region_id,name_y,category,price,region_name,year,month,is_high_value
b7a486c3-5c30-433d-80be-ff08b0887b17,1016,517,2023-06-01,1429.97,Justin Hunter,62,lynnwalker@example.com,4,Hot,Home,445.51,West,2023,6,True
cfcf02ae-aeaf-4ec3-93d2-0a7fb2d995ea,1024,538,2024-12-09,505.28,Debbie Dyer,55,copelanddavid@example.com,4,Bed,Fashion,396.6,West,2024,12,False
af17a695-b46b-42e9-a9b5-a3b4be4b1495,1024,548,2023-03-29,1371.81,Debbie Dyer,55,copelanddavid@example.com,4,Play,Electronics,116.5,West,2023,3,True
b209ce53-8a78-46b2-957b-8ced57078316,1046,531,2024-11-22,741.63,Michael Hanna,49,morrisbilly@example.net,4,Add,Fashion,175.33,West,2024,11,False
b930ce7a-84fe-4a9a-ba38-b29c8bc9d5d0,1001,533,2024-10-26,542.76,Teresa Chapman,62,julielutz@example.com,4,Over,Fashion,363.84,West,2024,10,False
386e6fb3-9eee-4682-acc7-c5c9e5ce0a2a,1024,513,2023-10-31,902.48,Debbie Dyer,55,copelanddavid@example.com,4,Grow,Home,268.22,West,2023,10,False
2532862c-a710-4420-b14f-499d4e1d068e,1047,506,2024-04-17,1922.69,Jamie Gibson,26,torresstacy@example.org,4,More,Electronics,237.58,West,2024,4,True
d132e0c4-c639-4d18-afe1-bcd0d271bfad,1055,516,2023-10-24,1444.68,Kelli Townsend,57,troymendez@example.net,4,Past,Books,125.65,West,2023,10,True
a7fe5af9-807e-4a9b-b909-6a7d72f587e0,1055,531,2024-02-02,88.73,Kelli Townsend,57,troymendez@example.net,4,Add,Fashion,175.33,West,2024,2,False
cfed420c-0ebf-4b9d-b57d-dc669e354d41,1005,540,2023-09-23,772.85,Luis Higgins,26,kristinhester@example.com,4,Skin,Electronics,127.45,West,2023,9,False
7b8f8a9d-cd6f-4db2-9907-9ebe74edb3e7,1054,511,2024-12-10,1354.88,Karen Riggs,52,justin00@example.com,4,Create,Electronics,181.72,West,2024,12,True
9d4a7c41-055f-40ff-8746-b11445290543,1055,537,2024-02-20,688.88,Kelli Townsend,57,troymendez@example.net,4,Fill,Fashion,133.46,West,2024,2,False
2d6ed5a9-18f0-4c8c-9b90-3ce78f11565f,1090,530,2023-03-09,318.39,Roy Wiggins,42,steven43@example.com,4,Yourself,Books,244.22,West,2023,3,False
f0d494d0-8675-4dc3-b675-742d6f839b44,1046,535,2025-02-26,696.68,Michael Hanna,49,morrisbilly@example.net,4,Then,Home,399.68,West,2025,2,False
ab07e7ea-2a87-495d-8ff8-448a20d74f21,1092,547,2024-02-02,1863.26,Kevin Black,33,alexis66@example.org,4,Personal,Fashion,396.66,West,2024,2,True
a11a7dce-6e5d-4433-b62f-e081817bc66f,1071,540,2024-07-25,188.39,Christina Clarke,29,renee32@example.org,4,Skin,Electronics,127.45,West,2024,7,False
3cfdf195-6c2b-47b0-9d56-a456a2786828,1054,520,2023-07-28,541.84,Karen Riggs,52,justin00@example.com,4,Sometimes,Home,40.73,West,2023,7,False
ff886dc9-64d1-41f6-ab18-e269a024a4ce,1059,540,2024-07-30,1119.72,Jesus Gonzales,24,wevans@example.org,4,Skin,Electronics,127.45,West,2024,7,True
6ff35dc8-bb23-4685-85c1-a7fc3d0c0330,1047,520,2024-03-07,1987.96,Jamie Gibson,26,torresstacy@example.org,4,Sometimes,Home,40.73,West,2024,3,True
2553220a-6743-4b34-b597-797e9ace3b66,1024,527,2024-01-10,543.96,Debbie Dyer,55,copelanddavid@example.com,4,Process,Electronics,45.63,West,2024,1,False
4182e659-c0d8-433b-904e-6c803b2b5554,1058,528,2024-08-24,1048.57,Jasmin Turner,70,reginaldbarnes@example.com,4,Past,Books,74.64,West,2024,8,True
de7282d2-fc2d-49cd-8afc-ef8cfbb876b1,1046,504,2024-10-19,1763.45,Michael Hanna,49,morrisbilly@example.net,4,Career,Fashion,152.96,West,2024,10,True
bc2410a7-310f-4ad3-b07c-893f61f02666,1005,513,2024-12-16,1096.03,Luis Higgins,26,kristinhester@example.com,4,Grow,Home,268.22,West,2024,12,True
0a6e1dc0-93d4-4911-8b7d-a527b64d1415,1030,501,2023-05-01,576.24,Suzanne Rose,23,johnsonnatalie@example.net,4,Seat,Books,462.65,West,2023,5,False
c4d9e061-54e0-4105-88ad-156e68b4087b,1092,501,2024-07-14,1763.77,Kevin Black,33,alexis66@example.org,4,Seat,Books,462.65,West,2024,7,True
b6332e6b-f3dc-432c-be52-ee36bab9b66e,1090,501,2025-01-14,230.97,Roy Wiggins,42,steven43@example.com,4,Seat,Books,462.65,West,2025,1,False
3fa4361e-6b0f-4034-9d34-00033cfe682c,1001,525,2024-06-22,486.45,Teresa Chapman,62,julielutz@example.com,4,Live,Fashion,117.64,West,2024,6,False
09baabf8-5357-431b-a407-94d9e3a5ae2b,1071,543,2023-04-08,493.16,Christina Clarke,29,renee32@example.org,4,Dog,Fashion,368.77,West,2023,4,False
d3636f8a-289d-4bcc-9480-6dd8f50e19f7,1016,533,2023-01-23,720.01,Justin Hunter,62,lynnwalker@example.com,4,Over,Fashion,363.84,West,2023,1,False
b5ed17cf-0669-4dd6-8012-d87a9e1e9313,1092,505,2023-11-23,1683.31,Kevin Black,33,alexis66@example.org,4,Avoid,Electronics,187.63,West,2023,11,True
bcfa2466-490a-4c33-be3e-306b4157ad0a,1016,543,2024-02-17,1822.7,Justin Hunter,62,lynnwalker@example.com,4,Dog,Fashion,368.77,West,2024,2,True
b16da475-09b2-4f31-81f7-137515e56bbf,1092,544,2023-10-20,1913.2,Kevin Black,33,alexis66@example.org,4,Concern,Books,14.74,West,2023,10,True
31776e2c-c999-42e3-9f65-43781b02fa64,1005,536,2024-05-27,1916.25,Luis Higgins,26,kristinhester@example.com,4,Manager,Home,221.75,West,2024,5,True
ed4d4858-4074-48a7-8125-5486a82938d6,1016,514,2023-01-07,1519.01,Justin Hunter,62,lynnwalker@example.com,4,Become,Books,102.69,West,2023,1,True
1a0b7bab-6f8b-408a-8fff-2639e6fa1c6f,1067,522,2024-08-06,1142.61,Jamie Ortiz,53,rodriguezscott@example.net,4,Single,Home,104.42,West,2024,8,True
91e92d1c-0292-4bf6-bc04-4db2101cd920,1005,513,2023-07-27,559.67,Luis Higgins,26,kristinhester@example.com,4,Grow,Home,268.22,West,2023,7,False
905aff13-e0a0-4fbc-9495-32254e31e25a,1092,506,2023-04-16,1412.85,Kevin Black,33,alexis66@example.org,4,More,Electronics,237.58,West,2023,4,True
e67b176f-e8fe-4650-af12-ed4d0470bcf0,1048,509,2024-10-24,1844.56,Jacqueline Newton,69,meyerlydia@example.com,4,Sister,Home,200.18,West,2024,10,True
6806cef0-4f42-455c-a805-966afc4e69ab,1017,515,2023-05-14,67.7,Denise Tanner,54,youngmichael@example.net,4,Tonight,Books,307.42,West,2023,5,False
f870e37d-397b-486b-a439-2af628079225,1061,527,2024-09-11,1006.26,Craig Kaufman,55,sharonperez@example.com,4,Process,Electronics,45.63,West,2024,9,True
04a8379e-c96f-41cb-a35e-4ae9b3afd890,1092,532,2024-01-13,1487.76,Kevin Black,33,alexis66@example.org,4,Difficult,Electronics,373.09,West,2024,1,True
0da09ccb-d76a-4cd0-b428-71f406ca8a93,1071,535,2023-08-28,1336.54,Christina Clarke,29,renee32@example.org,4,Then,Home,399.68,West,2023,8,True
413dbfd7-93ee-4c98-b261-f48de299c4e6,1092,542,2023-01-02,229.22,Kevin Black,33,alexis66@example.org,4,Nothing,Electronics,75.83,West,2023,1,False
ac7535cc-97d2-4874-9834-f7475fcd902c,1055,518,2023-03-10,1835.72,Kelli Townsend,57,troymendez@example.net,4,Begin,Electronics,42.76,West,2023,3,True
8cda365c-f1d6-46ea-b075-cf4d9dba5a39,1030,548,2023-03-01,546.0,Suzanne Rose,23,johnsonnatalie@example.net,4,Play,Electronics,116.5,West,2023,3,False
5cbaf9a8-25c4-4879-b90b-8e0052a511cc,1005,532,2023-11-25,348.01,Luis Higgins,26,kristinhester@example.com,4,Difficult,Electronics,373.09,West,2023,11,False
8dfb7a0d-157b-4db5-852e-1b7eba03f4fb,1061,542,2024-06-15,1924.81,Craig Kaufman,55,sharonperez@example.com,4,Nothing,Electronics,75.83,West,2024,6,True
c0ce27db-cb30-4fdf-89ca-5e0dc45b46c0,1099,505,2025-01-19,380.84,Sandra Dean,54,melaniedonovan@example.org,4,Avoid,Electronics,187.63,West,2025,1,False
ca4ef940-c44f-4c0d-b95d-36800ce937c0,1092,530,2024-03-17,789.47,Kevin Black,33,alexis66@example.org,4,Yourself,Books,244.22,West,2024,3,False
287637d3-67b2-4d1e-8297-75bdefba6c45,1048,532,2025-04-03,126.91,Jacqueline Newton,69,meyerlydia@example.com,4,Difficult,Electronics,373.09,West,2025,4,False
35ba9ecc-ef0d-4e49-92ce-dae082d3ed15,1092,514,2023-07-28,1822.84,Kevin Black,33,alexis66@example.org,4,Become,Books,102.69,West,2023,7,True
7f66c87e-0258-44ab-a892-61666765caf3,1024,519,2023-04-26,212.14,Debbie Dyer,55,copelanddavid@example.com,4,Prove,Electronics,419.7,West,2023,4,False
e0269f9e-f1d7-4533-b8b4-c5b706b7bfff,1061,537,2023-11-25,488.19,Craig Kaufman,55,sharonperez@example.com,4,Fill,Fashion,133.46,West,2023,11,False
f71e6a43-fad9-414c-bb50-5e888b78ce42,1092,521,2023-01-08,536.31,Kevin Black,33,alexis66@example.org,4,Quite,Fashion,129.17,West,2023,1,False
ce2faa6d-4779-4ab8-ad8b-50cccafc9441,1047,547,2023-10-09,1706.04,Jamie Gibson,26,torresstacy@example.org,4,Personal,Fashion,396.66,West,2023,10,True
5528399e-854a-4a07-bab2-1880007687ac,1054,536,2024-04-22,1148.72,Karen Riggs,52,justin00@example.com,4,Manager,Home,221.75,West,2024,4,True
f42310c0-7335-42b4-98ac-183d53756cc8,1067,541,2023-05-27,395.04,Jamie Ortiz,53,rodriguezscott@example.net,4,Really,Electronics,474.91,West,2023,5,False
eb3530f6-efbe-45e5-963d-2abf943ffd0f,1071,522,2024-03-07,473.38,Christina Clarke,29,renee32@example.org,4,Single,Home,104.42,West,2024,3,False
702848d4-3cba-4bcc-994b-64d4c3c4ef59,1071,509,2023-03-25,1723.51,Christina Clarke,29,renee32@example.org,4,Sister,Home,200.18,West,2023,3,True
b28cd08a-c19e-48a3-a13c-a75332905980,1046,529,2024-05-22,80.74,Michael Hanna,49,morrisbilly@example.net,4,Throughout,Home,11.91,West,2024,5,False
87a3ce0b-847d-415c-a3f9-d597070ca06a,1054,535,2024-05-08,665.2,Karen Riggs,52,justin00@example.com,4,Then,Home,399.68,West,2024,5,False
d026f7b9-be72-4bc2-93c7-470ab3a02ead,1046,513,2023-05-22,1797.95,Michael Hanna,49,morrisbilly@example.net,4,Grow,Home,268.22,West,2023,5,True
393ffd82-2e26-4e64-b4ca-5fad5de12bc3,1016,533,2023-10-14,1665.46,Justin Hunter,62,lynnwalker@example.com,4,Over,Fashion,363.84,West,2023,10,True
a471eea5-e1fa-4cf9-af42-7eb4c75ad77e,1024,545,2025-03-18,1739.69,Debbie Dyer,55,copelanddavid@example.com,4,Term,Books,38.86,West,2025,3,True
ab667d0e-e1e6-495a-830e-5015d106c3cc,1054,545,2023-09-24,1658.82,Karen Riggs,52,justin00@example.com,4,Term,Books,38.86,West,2023,9,True
244a573e-0223-4a1b-878d-97f70b45fc3e,1059,508,2024-07-22,389.62,Jesus Gonzales,24,wevans@example.org,4,Girl,Books,393.58,West,2024,7,False
47d7cd56-4af0-4e9d-b034-203a6d53c069,1016,526,2024-10-29,1021.31,Justin Hunter,62,lynnwalker@example.com,4,Wide,Fashion,428.23,West,2024,10,True
77fd0bf8-9270-490a-b461-e3c108ee1422,1046,531,2023-01-12,87.31,Michael Hanna,49,morrisbilly@example.net,4,Add,Fashion,175.33,West,2023,1,False
f022aff7-edbd-4409-945d-b74f0a6d4b8e,1048,526,2024-10-13,1103.52,Jacqueline Newton,69,meyerlydia@example.com,4,Wide,Fashion,428.23,West,2024,10,True
b47a5ca3-ed31-4eed-84f7-14237c88e66d,1047,531,2024-10-28,380.53,Jamie Gibson,26,torresstacy@example.org,4,Add,Fashion,175.33,West,2024,10,False
8c76d5ce-ea43-4c23-aad0-51020805d350,1092,538,2024-05-23,262.71,Kevin Black,33,alexis66@example.org,4,Bed,Fashion,396.6,West,2024,5,False
fa18c058-86ff-41b1-b324-05c999526501,1048,513,2023-06-24,875.79,Jacqueline Newton,69,meyerlydia@example.com,4,Grow,Home,268.22,West,2023,6,False
b796ee9b-b36e-47cf-a4bb-5dd3561ada36,1067,503,2024-07-31,1069.82,Jamie Ortiz,53,rodriguezscott@example.net,4,Result,Fashion,186.41,West,2024,7,True
629f10ae-4651-4d55-ba24-f4d682be3873,1042,523,2024-05-17,1722.82,Michael Brock,45,johnthompson@example.org,4,Full,Books,160.69,West,2024,5,True
57e11919-5683-47f1-877e-639056be99a5,1030,542,2025-02-12,1533.55,Suzanne Rose,23,johnsonnatalie@example.net,4,Nothing,Electronics,75.83,West,2025,2,True
5b7d63d4-9810-4d2f-bff9-e9d1dc262c5a,1090,532,2023-06-30,1596.93,Roy Wiggins,42,steven43@example.com,4,Difficult,Electronics,373.09,West,2023,6,True
5e2116ab-7e52-4d77-a462-bc87d51ac941,1071,537,2025-03-07,298.55,Christina Clarke,29,renee32@example.org,4,Fill,Fashion,133.46,West,2025,3,False
95d94ba8-499a-484f-88a0-663eff75ff98,1030,510,2023-03-19,1464.3,Suzanne Rose,23,johnsonnatalie@example.net,4,System,Electronics,45.5,West,2023,3,True
b67ad474-5b47-49b7-a599-34bd119a6a7c,1030,530,2023-01-19,893.0,Suzanne Rose,23,johnsonnatalie@example.net,4,Yourself,Books,244.22,West,2023,1,False
cb704443-9d90-4d32-bb37-e9fd63838d92,1092,518,2023-07-21,861.5,Kevin Black,33,alexis66@example.org,4,Begin,Electronics,42.76,West,2023,7,False
24a7e7ac-f4ee-4c97-bc81-f054ba67dd02,1042,529,2023-12-05,372.29,Michael Brock,45,johnthompson@example.org,4,Throughout,Home,11.91,West,2023,12,False
823c7657-1deb-4d7b-b87c-e6963ee7f957,1090,539,2024-03-09,294.16,Roy Wiggins,42,steven43@example.com,4,No,Home,334.81,West,2024,3,False
8e194f93-7d18-46ba-8df1-079232df1a9a,1071,542,2024-03-01,156.39,Christina Clarke,29,renee32@example.org,4,Nothing,Electronics,75.83,West,2024,3,False
98fffd43-dabd-40a5-adc0-bed1606f7c04,1042,547,2024-03-08,648.46,Michael Brock,45,johnthompson@example.org,4,Personal,Fashion,396.66,West,2024,3,False
0453dabe-c6f2-4161-b911-524acace06fa,1001,508,2023-02-23,1126.83,Teresa Chapman,62,julielutz@example.com,4,Girl,Books,393.58,West,2023,2,True
4b70a03c-fa1f-46bd-a1c6-5ebd1ad28a69,1001,535,2023-02-11,694.43,Teresa Chapman,62,julielutz@example.com,4,Then,Home,399.68,West,2023,2,False
